Original works,,,,,
Opera,,,,,
Don Sanche (Le château de l'amour),1824–25,Stage,,vv ch orch,"opera in 1 act; libretto by Théaulon and de Rancé, after a story by Jean-Pierre Claris de Florian; first perf. 1825-10-17 in Paris; unpublished"
Ungarischer Marsch,1859–70,"Orchestral, arr.",D minor,orch,"orchestration of Divertissement à la hongroise, D.818 by Franz Schubert; arr. for pf4h as S.632/4"
Danses galiciennes de Zarembski,1881–82,"Orchestral, arr.",,orch,orchestration of 3 Danses galiciennes by Juliusz Zar?bski
For pianoforte and orchestra,,,,,
Grand solo de concert,1849–50,"Orchestral, piano, arr.",,pf orch,based on S.176
Concerto pathétique,1885–86,"Orchestral, piano, arr.",E minor,pf orch,arr. of S.258 by Liszt and Edward Reuss
Hexaméron (Morceau de concert),1837–39,"Orchestral, piano, arr.",,pf orch,arr. of S.392
Franz Schuberts Grosse Fantasie,1851,"Orchestral, piano, arr.",C major,pf orch,"arr. of the Fantasie in C major, D.760 by Franz Schubert; arr. for 2pf as S.653"
Polonaise brillante [Weber],1848,"Orchestral, piano, arr.",E major,pf orch,"arr. of the Polacca brillante, Op.72 by Carl Maria von Weber; arr. for pf as S.455"
Songs with orchestra,,,,,
Lieder von Francis Korbay (2):,1883,"Vocal, orchestral, arr.",,v orch,arrs. of songs by Francis Korbay
Le matin,1883,"Vocal, orchestral, arr.",,v orch,arr. of the song by Francis Korbay
Gebet,1883,"Vocal, orchestral, arr.",,v orch,arr. of the song by Francis Korbay; also arr. for v org as S.683a
Die Loreley,1860,"Vocal, orchestral, arr.",,v orch,arr. of S.273/2
Mignons Lied (Kennst du das Land),1860,"Vocal, orchestral, arr.",,v orch,arr. of S.275/3
Die Vätergruft,1886,"Vocal, orchestral, arr.",,v orch,arr. of S.281
Lieder aus Schiller's Wilhelm Tell (3),1855,"Vocal, orchestral, arr.",,v orch,arr. of S.292b
Der Fischerknabe (Es lächelt der See),1855,"Vocal, orchestral, arr.",,v orch,arr. of S.292b/1
Der Hirt (Ihr Matten lebt wohl),1855,"Vocal, orchestral, arr.",,v orch,arr. of S.292b/2
Der Alpenjäger (Es donnern die Höh'n),1855,"Vocal, orchestral, arr.",,v orch,arr. of S.292b/3
Jeanne d'Arc au bûcher,1858,"Vocal, orchestral, arr.",,v orch,arr. of S.293/1; 1st version of S.373/2
Jeanne d'Arc au bûcher,1875,"Vocal, orchestral, arr.",,v orch,arr. of S.293/2; 1st version of S.373/1
Die drei Zigeuner,1871,"Vocal, orchestral, arr.",,v orch,arr. of S.320
Lieder von Schubert (6),1860,"Vocal, orchestral, arr.",,v orch,arrs. of songs by Franz Schubert
Die junge Nonne,1860,"Vocal, orchestral, arr.",,v orch,"arr. of Die junge Nonne, D.828 by Franz Schubert"
Gretchen am Spinnrade,1860,"Vocal, orchestral, arr.",,v orch,"arr. of Gretchen am Spinnrade, D.118 by Franz Schubert"
Mignons Lied (Kennst du das Land),1860,"Vocal, orchestral, arr.",,v orch,"arr. of Mignon, D.321 by Franz Schubert"
Erlkönig,1860,"Vocal, orchestral, arr.",,v orch,"arr. of Erlkönig, D.328 by Franz Schubert"
Der Doppelgänger (Still ist die Nacht),1860,"Vocal, orchestral, arr.",,v orch,"arr. of No.13 from Schwanengesang, D.957 by Franz Schubert"
Abschied,1860,"Vocal, orchestral, arr.",,v orch,"arr. of No.7 from Schwanengesang, D.957 by Franz Schubert"
"Die Allmacht von Franz Schubert (Gross ist Jehova, der Herr)",1871,"Vocal, orchestral, arr.",,mch org/harm orch,"arr. of Die Allmacht, D.852 by Franz Schubert"
Der Zaubersee (B?vös tó),1884,"Vocal, orchestral, arr.",,ten orch,arr. of a ballad (now lost) by Géza Zichy
"Chamber music, etc.",,,,,
La notte,1864–66?,"Chamber, arr.",,vn pf,arr. of S.112/2; formerly S.722
Angelus! Priere aux anges gardiens,1883,"Chamber, arr.",,2vn va vc,arr. of S.163/1
Vallée d'Obermann,1880,"Chamber, arr.",,vn va vc,"arr. by Eduard Lassen and Liszt of S.160/6; 1st version of S.378b, S.378c"
Vallée d'Obermann,1880,"Chamber, arr.",,vn va vc,"2nd version of S.378a, S.378c"
Tristia (Vallée d'Obermann),1880,"Chamber, arr.",,vn va vc,"3rd version of S.378a, S.378b"
Hungarian Rhapsody No.9,1848,"Chamber, arr.",E? major,vn vc pf,arr. of S.244/9
Hungarian Rhapsody No.12,1850–59,"Chamber, arr.",C? minor,vn pf,arr. of S.244/12
Puszta-Wehmut,1880,"Chamber, arr.",,vn pf,arr. of S.246
O du mein holder Abendstern,1852,"Chamber, arr.",,vc pf,arr. of S.444 (with Bernhard Cossmann)
Aus der Ungarischen Krönungsmesse,1869,"Chamber, arr.",,vn pf,arr. from S.11
Benedictus,1869,"Chamber, arr.",,vn pf,arr. of S.11/7
Offertorium,1869,"Chamber, arr.",,vn pf,arr. of S.11/5
A magyarok Istene (Ungarns Gott),1882,"Chamber, arr.",,vn pf,arr. of S.339
Die Zelle im Nonnenwerth (Elegie),1883?,"Chamber, arr.",,vn/vc pf,arr. of S.274/2
Consolations (2):,1870,"Chamber, arr.",,vc pf/org,arr. of extracts from S.172 by Liszt and Deswert
(Andante con moto),1870,"Chamber, arr.",,vc pf,arr. of S.172/1 by Liszt and Deswert
(Quasi Adagio),1870,"Chamber, arr.",,vc pf/org/harm,arr. of S.172/2 by Liszt and Deswert
Die drei Zigeuner,1864,"Chamber, arr.",,vn pf,arr. of S.320
For pianoforte solo,,,,,
"Paraphrases, operatic transcriptions, etc.",,,,,
Virag Dál (Chant des Fleurs) [Ábrányi],1880,"Piano, arr.",,pf,additions and corrections by Liszt to the pf piece by Kornél Ábrányi
"Mazurka pour Piano, arr. composée par un amateur de St. Pétersbourg",1868?,"Piano, arr.",,pf,arr. of a pf piece by Mikhail Vielgorsky [attributed in some sources to Alexander Alyabyev]
"Variations on ""Tiszantuli szép leany""",1846,"Piano, arr.",,pf,"variations on the Hungarian folk song ""Tiszantuli szép leany"""
Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber,1829,"Piano, arr.",A major,pf,"based on a theme from the opera La fiancéeby Auber (also used in S.385a); 1st version of S.385/2, S.385/3"
Grande fantaisie sur la tyrolienne de l'opéra La fiancée de Auber,1843?,"Piano, arr.",A major,pf,"2nd version of S.385/1, S.385/3"
Souvenir de La fiancée (Grande fantaisie sur la tyrolienne de l'opéra La Fiancée d'Auber),1842,"Piano, arr.",A major,pf,"3rd version of S.385/1, S.385/2"
Tyrolean Melody,1829,"Piano, arr.",G major,pf,formerly S.233c; based on the same theme as S.385
Tarantelle di bravura d’après la tarantelle de La muette de Portici,1846,"Piano, arr.",,pf,based on a theme from the opera La muette de Portici by Auber; 1st version of S.386/2
Tarantelle di bravura d’après la tarantelle de La muette de Portici,1869,"Piano, arr.",,pf,2nd version of S.386/1
Stücke aus der Oper La muette de Portici von Auber (3):,1847–48,"Piano, arr.",,pf,
Introduction e Cavatine,1847–48,"Piano, arr.",,pf,based on themes from the opera La muette de Portici by Auber
Klavierstück über ein fremdes Thema,1847–48,"Piano, arr.",,pf,based on an unidentified theme
Capriccio alla turca sur des motifs de Beethoven,1846,"Piano, arr.",,pf,"based on themes from Die Ruinen von Athen, Op.113 by Ludwig van Beethoven; themes also used in S.388b, S.122"
Marche des Ruines d'Athenes de Beethoven,1846,"Piano, arr.",,pf,extracted from S.388
Fantasie über Themen aus Beethovens Ruinen von Athen,1839,"Piano, arr.",,pf,"based on themes from Die Ruinen von Athen, Op.113 by Beethoven; rev. as S.122; themes also used in S.388"
Fantasie über Motive aus Beethovens Ruinen von Athen,1852,"Piano, arr.",,pf,arr. of S.122
Cadenza to the first movement of Piano Concerto No.3 by Beethoven,1878–79,"Piano, arr.",,pf,extracted from S.657a/1
Réminiscences des Puritains de Bellini,1836,"Piano, arr.",,pf,based on themes from the opera I puritani by Vincenzo Bellini; 1st version of S.390/2
Réminiscences des Puritains de Bellini,1837,"Piano, arr.",,pf,2nd version of S.390/1; ending used in S.391
Introduction et Polonaise de l'opéra I puritani,1840–41,"Piano, arr.",,pf,based on the conclusion of S.390/2
Hexaméron (Morceaux de concert. Grandes variations de bravoure sur la marche des Puritains de Bellini),1837–38,"Piano, arr.",,pf,"collaborative work with Sigismond Thalberg, Johann Peter Pixis, Henri Herz, Carl Czerny and Frederic Chopin; arr. for pf orch as S.365b, for 2pf as S.654"
Fantaisie sur des motifs favoris de l'opera Somnambula de Bellini,1841,"Piano, arr.",,pf,"based on themes from the opera La sonnambula by Vincenzo Bellini; 1st version of S.393/2, S.393/3,"
Grand fantaisie de concert sur des motifs favoris de l'opera La sonnambula,1852,"Piano, arr.",,pf,"2nd version of S.393/1, S.393/3; arr. for pf4h as S.627"
Grosse Concert-Fantasie aus der Oper Sonnambula,1874,"Piano, arr.",,pf,"3rd version of S.393/1, S.393/2"
Réminiscences de Norma,1841,"Piano, arr.",,pf,based on themes from the opera Norma by Vincenzo Bellini; arr. for 2pf as S.655
L'idée fixe,1833,"Piano, arr.",,pf,renumbered as S.470a/1
Bénédiction et serment (Deux motifs de Benvenuto Cellini de Berlioz),1852–53,"Piano, arr.",,pf,based on themes from the opera Benvenuto Cellini by Hector Berlioz; arr. for pf4h as S.628
Réminiscences de Lucia di Lammermoor,1835–36,"Piano, arr.",,pf,based on themes from the opera Lucia di Lammermoor by Gaetano Donizetti
Marche et Cavatine de Lucie de Lammermoor,1835–36,"Piano, arr.",,pf,based on themes from the opera Lucia di Lammermoor by Gaetano Donizetti; arr. for pf4h as S.628a
Nuits d'été à Pausilippe (Amusements sur des motifs de l'album de Donizetti) (3):,1838,"Piano, arr.",,pf,based on themes from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
Barcarola (Il barcajuolo),1838,"Piano, arr.",,pf,based on No.1 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
Notturno (L’alito di Bice),1838,"Piano, arr.",,pf,based on No.9 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
Canzone Napoletana (La torre di Biasone),1838,"Piano, arr.",,pf,based on No.4 from the cycle Nuits d'été a Pauslippe by Gaetano Donizetti
Fantaisie sur des motifs favoris de l'opéra Lucrezia Borgia,1840,"Piano, arr.",,pf,based on the Chanson à boire and Orgie from the opera Lucrezia Borgia by Gaetano Donizetti; 1st version of S.400/2
Réminiscences de Lucrezia Borgia (Grande fantaisie sur des motifs de l'opéra de Gaetano Donizetti),1848,"Piano, arr.",,pf,based on themes from the opera Lucrezia Borgia by Gaetano Donizetti
Trio du seconde Acte,1848,"Piano, arr.",,pf,based on the trio from Act II of the opera Lucrezia Borgia by Gaetano Donizetti
Chanson á boire (Orgie). Duo. Finale,1848,"Piano, arr.",,pf,based on the Chanson à boire and Orgie from the opera Lucrezia Borgia by Gaetano Donizetti; 2nd version of S.399a
Spirito gentil (Kavatine aus der Oper La favorita),1847,"Piano, arr.",,pf,based on a theme from Act IV of La favorite by Gaetano Donizetti
Valse a capriccio (sur deux motifs de Lucia et Parisina),1842,"Piano, arr.",,pf,based on themes from the operas Parisina and Lucia di Lammermoor by Gaetano Donizetti; 1st version of S.214/3
Marche funèbre de Dom Sébastien de Donizetti,1844,"Piano, arr.",,pf,based on the funeral march from the opera Dom Sébastien by Gaetano Donizetti
Grande paraphrase de la Marche de Donizetti pour le Sultan Abdul-Medjid Khan,1847,"Piano, arr.",,pf,based on the Grande marche militaire by Gaetano Donizetti; 1st version of S.403bis
Grande paraphrase de la Marche de Donizetti pour le Sultan Abdul-Medjid Khan,1848,"Piano, arr.",,pf,"2nd version of S.403 (""version facilitée"")"
Halloh! (Jagdchor und Steirer aus der Oper Tony von E. H. z. S. C. G.),1849,"Piano, arr.",,pf,"based on themes from the opera Tony, oder die Vergeltung by Ernest II, Duke of Saxe-Coburg and Gotha"
Schwanengesang und Marsch aus Hunyadi László,1847,"Piano, arr.",,pf,based on themes from the opera Hunyadi László by Ferenc Erkel
Pásztor Lakodalmus (Magyar nóták),1858,"Piano, arr.",,pf,corrections and alterations to Les noces du Pâtre by Leo Festetics
Marcia Circassa tratta dall'opera Russlan e Ludmilla di Glinka (Marche des Tcherkesses de l'opera Rouslan et Loudmila),1843,"Piano, arr.",,pf,"based on Chernomor's March (Act IV, No.19) from the opera Ruslan and Lyudmilaby Mikhail Glinka; 1st version of S.406/2"
Tscherkessenmarsch aus Glinkas Oper Rußlan und Ludmilla,"1843, 1875","Piano, arr.",,pf,2nd version of S.406/2; arr. for pf4h as S.629
Valse de l'opéra Faust,1861,"Piano, arr.",,pf,based on the waltz and duet from Act II of the opera Faust by Charles Gounod
Les Sabéennes (Berceuse de l'opéra La reine de Saba),1865,"Piano, arr.",,pf,based on the berceuse from the opera La reine de Saba by Charles Gounod
Les adieux (Rêverie sur un motif de l'opéra Roméo et Juliette),1867,"Piano, arr.",,pf,based on a theme from the opera Roméo et Juliette by Charles Gounod
Réminiscences de La juive (Fantaisie brillante sur des motifs de l'opéra de Halévy),1835,"Piano, arr.",,pf,based on themes from the opera La Juive by Fromental Halévy
Konzertparaphrase über Mendelssohns Hochzeitsmarsch und Elfenreigen aus der Musik zu Shakespeares Sommernachtstraum,1849–50,"Piano, arr.",,pf,"based on themes from the incidental music to A Midsummer Night's Dream, Op.61 by Felix Mendelssohn"
Soirées italiennes (Amusements sur des motifs de Mercadante) (6):,1838–39,"Piano, arr.",,pf,based on 6 of the 12 Soirées italiennes by Saverio Mercadante
La primavera (Canzonetta),1838–39,"Piano, arr.",,pf,based on No.2 of the Soirées italiennes by Saverio Mercadante
Il galop,1838–39,"Piano, arr.",,pf,based on No.10 of the Soirées italiennes by Saverio Mercadante
Il pastore svizzero (Tirolese),1838–39,"Piano, arr.",,pf,based on No.4 of the Soirées italiennes by Saverio Mercadante
La serenata del marinaro,1838–39,"Piano, arr.",,pf,based on No.5 of the Soirées italiennes by Saverio Mercadante
Il Brindisi (Rondoletto),1838–39,"Piano, arr.",,pf,based on No.11 of the Soirées italiennes by Saverio Mercadante
La zingarella spagnuola (Bolero),1838–39,"Piano, arr.",,pf,based on No.8 of the Soirées italiennes by Saverio Mercadante
Réminiscences des Huguenots (Grande fantaisie dramatique),1836,"Piano, arr.",,pf,"based on themes from the opera Les Huguenots by Giacomo Meyerbeer; 1st version of S.412/2, S.412/3"
Réminiscences des Huguenots (Grande fantaisie dramatique),1838,"Piano, arr.",,pf,"2nd version of S.412/1, S.412/3"
Grande fantaisie dramatique sur des thèmes de l'opéra Les Huguenots,1842,"Piano, arr.",,pf,"3rd version of S.412/2, S.412/3"
Cavatine de Robert le diable,1841–46?,"Piano, arr.",,pf,based on Isabella's cavatina from the opera Robert le diable by Giacomo Meyerbeer
Réminiscences de Robert le diable,1841,"Piano, arr.",,pf,based on the Valse infernale and Air de ballet from the opera Robert le diable by Giacomo Meyerbeer; arr. for pf4h as S.630 [?]
Illustrations du Prophète,1849–50,"Piano, arr.",,pf,based on themes from the opera Le prophète by Giacomo Meyerbeer
Prière. Hymne triomphal. Marche du sacre,1849–50,"Piano, arr.",,pf,based on themes from the opera Le prophète by Giacomo Meyerbeer
Les patineurs. Scherzo,1849–50,"Piano, arr.",,pf,based on themes from the opera Le prophète by Giacomo Meyerbeer
Pastorale. Appel aux armes,1849–50,"Piano, arr.",,pf,based on themes from the opera Le prophète by Giacomo Meyerbeer
Illustrations de l'opéra L'Africaine,1865,"Piano, arr.",,pf,based on themes from the opera L'Africaine by Giacomo Meyerbeer
Prière des matelots,1865,"Piano, arr.",,pf,based on the sailors' prayer from Act III of the opera L'Africaine by Meyerbeer
Marche indienne,1865,"Piano, arr.",,pf,based on the Indian March from Act IV of the opera L'Africaine by Meyerbeer
Le moine [Meyerbeer],1841,"Piano, arr.",,pf,arr. of the song by Meyerbeer
Fantaisie sur l'opéra hongroise Szép Ilonka,1865–67,"Piano, arr.",,pf,based on themes from the opera Szép Ilonka by Mihály Mosonyi
Réminiscences de Don Juan (Grande fantaisie),1841,"Piano, arr.",,pf,"based on themes from the opera Don Giovanni, K.527 by Wolfgang Amadeus Mozart; arr. for 2pf as S.656"
"Grande fantaisie sur des motifs de Niobe (Divertissement sur la cavatine ""I tuoi frequenti palpiti"")",1835–36,"Piano, arr.",,pf,based on themes from the opera Niobe by Giovanni Pacini
Grande fantaisie de bravoure sur La clochette,1832–34,"Piano, arr.",,pf,"based on the main theme of the last movement of the Violin Concerto No.2, Op.7 by Niccolò Paganini"
Andante Finale und Marsch aus der Oper König Alfred,1853,"Piano, arr.",,pf,"based on extracts from the opera König Alfred, WoO.14, by Joachim Raff; arr. for pf4h as S.631"
Andante,1853,"Piano, arr.",,pf,arr. for pf4h as S.631/1
Marsch,1853,"Piano, arr.",,pf,arr. for pf4h as S.631/2
Introduction et variations sur une marche du Siège de Corinthe,1830,"Piano, arr.",,pf,based on themes from the opera Le siège de Corinthe by Gioachino Rossini; formerly S.750
Grande fantaisie sur des motifs de La serenata e L'orgia des Soirées musicales,1835–36,"Piano, arr.",,pf,based on Nos.4 and 11 of the song cycle Les soirées musicales by Gioachino Rossini; 1st version of S.422/2
Grande fantaisie sur des motifs de La serenata e L'orgia des Soirées musicales,1840,"Piano, arr.",,pf,2nd version of S.422/1
Fantaisie sur des motifs de La pastorella dell’Alpi e Li marinari des Soirées musicales,1835–36,"Piano, arr.",,pf,based on Nos.12 and 6 of the song cycle Les soirées musicales by Gioachino Rossini
Soirées musicales de Rossini,1837,"Piano, arr.",,pf,based on the song cycle Les soirées musicales by Gioachino Rossini
La promessa (Canzonetta),1837,"Piano, arr.",,pf,based on No.1 of the Les soirées musicales by Gioachino Rossini
La regata veneziana (Notturno),1837,"Piano, arr.",,pf,based on No.9 of the Les soirées musicales by Gioachino Rossini
L'invito (Bolero),1837,"Piano, arr.",,pf,based on No.5 of the Les soirées musicales by Gioachino Rossini
La gita in gondola (Barcarola),1837,"Piano, arr.",,pf,based on No.7 of the Les soirées musicales by Gioachino Rossini
Il rimprovero (Canzonetta),1837,"Piano, arr.",,pf,based on No.2 of the Les soirées musicales by Gioachino Rossini
La pastorella dell'Alpi (Tirolese),1837,"Piano, arr.",,pf,based on No.6 of the Les soirées musicales by Gioachino Rossini
La partenza (Canzonetta),1837,"Piano, arr.",,pf,based on No.3 of the Les soirées musicales by Gioachino Rossini
La pesca (Notturno),1837,"Piano, arr.",,pf,based on No.10 of the Les soirées musicales by Gioachino Rossini
La danza (Tarantella Napoletana),1837,"Piano, arr.",,pf,based on No.8 of the Les soirées musicales by Gioachino Rossini
La serenata (Notturno),1837,"Piano, arr.",,pf,based on No.11 of the Les soirées musicales by Gioachino Rossini
L'orgia (Arietta),1837,"Piano, arr.",,pf,based on No.4 of the Les soirées musicales by Gioachino Rossini
Li marinari (Duetto),1837,"Piano, arr.",,pf,based on No.12 of the Les soirées musicales by Gioachino Rossini
Mélodies hongroises d'après Franz Schubert (Schuberts ungarische Melodien),1838–39,"Piano, arr.",,pf,"based on Divertissement à la hongroise, D.818 by Franz Schubert;"
,,,,,1st version of S.425a
Andante,1838–39,"Piano, arr.",,pf,"based on No.1 of Divertissement à la hongroise, D.818 by Franz Schubert; 1st version of S.425a/1"
Marche hongroise,1838–39,"Piano, arr.",,pf,"based on No.2 of Divertissement à la hongroise, D.818 by Franz Schubert; 1st version of S.425/2b, S.425/2c, S.425/2d, S.425/2e, S.425a/2 ("" 1st Diabelli edition"")"
Marche hongroise,1840,"Piano, arr.",,pf,"2nd version of S.425/2a, S.425/2c, S.425/2d, S.425/2e, S.425a/2 (""Richault edition"")"
Marche hongroise,1840,"Piano, arr.",,pf,"3rd version of S.425/2a, S.425/2b, S.425/2d, S.425/2e, S.425a/2 (""Lucca edition"")"
Marche hongroise,1879,"Piano, arr.",,pf,"5th version of S.425/2a, S.425/2b, S.425/2c, S.425/2e, S.425a/2 (""Menter transcription"")"
Marche hongroise,1883,"Piano, arr.",,pf,"6th version of S.425/2a, S.425/2b, S.425/2c, S.425/2d, S.425a/2 ("" 3rd edition"")"
Allegretto,1838–39,"Piano, arr.",,pf,"based on No.3 of Divertissement à la hongroise, D.818 by Franz Schubert; 1st version of S.425a/3"
Mélodies hongroises d'après Franz Schubert (Schuberts ungarische Melodien),1846,"Piano, arr.",,pf,2nd (simplified) version of S.425
Andante,1846,"Piano, arr.",,pf,2nd (simplified) version of S.425a/1
Marcia,1846,"Piano, arr.",,pf,"4th (simplified) version of S.425/2a, S.425/2b, S.425/2c, S.425/2d, S.425/e ("" 2nd Diabelli edition"")"
Allegretto,1846,"Piano, arr.",,pf,2nd (simplified) version of S.425/3
Märsche von Franz Schubert (3):,1846,"Piano, arr.",,pf,
Trauermarsch (Grande marche funèbre),1846,"Piano, arr.",,pf,"based on No.5 of 6 Grandes marches, D.819 by Franz Schubert; arr. for orch as S.363/2, for pf4h as S.632/2"
Grande marche,1846,"Piano, arr.",,pf,"using themes from No.3 of 6 Grandes marches, D.819, and Grande marche funèbre, D.859 by Franz Schubert"
Grande marche caractéristique,1846,"Piano, arr.",,pf,"using themes from Nos.1 and 2 of 2 Marches caractéristiques, D.968b, and Nos.1 and 2 of 6 Grandes marches, D.819 by Franz Schubert"
Marche militaire (Grande paraphrase de concert),1870?,"Piano, arr.",,pf,"based on No.1 of 3 Marches militaires, D.733 by Franz Schubert"
Soirées de Vienne (Valses-caprices d''après François Schubert),1846–52,"Piano, arr.",,pf,based on pf pieces by Franz Schubert
(Allegretto malinconico),1846–52,"Piano, arr.",A? major,pf,"based on themes from 36 Originaltänze, D.365; Wiener Damen-Ländler und Ecossaisen, D.734; and 18 German Dances and Ecossaises, D.783 by Franz Schubert"
(Poco Allegro),1846–52,"Piano, arr.",A? major,pf,"based on themes from 36 Originaltänze, D.365 and 38 Waltzes, Ländler and Ecossaises, D.145 by Franz Schubert"
(Allegro vivace),1846–52,"Piano, arr.",E major,pf,"based on themes from 18 Deutsche und Ecossaisen, D.783; 36 Originaltänze, D.365 and 38 Waltzes, Ländler and Ecossaises, D.145 by Franz Schubert"
(Andantino a capriccio),1846–52,"Piano, arr.",D? major,pf,"based on themes from 36 Originaltänze, D.365 by Franz Schubert"
(Moderato cantabile con affetto),1846–52,"Piano, arr.",G? major,pf,"based on themes from 36 Originaltänze, D.365 and 12 Valses nobles, D.969 by Franz Schubert"
(Allegro con strepito),1846–52,"Piano, arr.",A minor,pf,"based on themes from 12 Valses nobles, D.969; and Valses sentimentales, D.779 by Franz Schubert; 1st version of S.427/6a, S.427/6b"
(Allegro con spirito),1879,"Piano, arr.",A minor,pf,"2nd version of S.427/6, S.427/6a"
(Allegro con spirito),1883?,"Piano, arr.",A minor,pf,"3rd version of S.427/6, S.427/6a"
(Allegro spiritoso),1846–52,"Piano, arr.",A major,pf,"based on themes from 18 German Dances and Ecossaises, D.783 by Franz Schubert"
(Allegro con brio),1846–52,"Piano, arr.",D major,pf,"based on themes from 18 German Dances and Ecossaises, D.783 and 12 Valses nobles, D.969 by Franz Schubert"
(Preludio a capriccio),1846–52,"Piano, arr.",A? major,pf,"based on themes from 36 Originaltänze, D.365 by Franz Schubert"
Feuille morte (Élégie d'après Soriano),1845,"Piano, arr.",,pf,based on an unidentified composition by Mariano Soriano Fuertes
Polonaise aus der Oper Jewgeny Onegin,1879,"Piano, arr.",,pf,"based on the Polonaise from the opera Eugene Onegin, Op.24 by Pyotr Ilyich Tchaikovsky"
Valse de concert,1882–83,"Piano, arr.",,pf,based on part of the Suite en forme de valse byJános Végh
Salve Maria de Jérusalem,1848,"Piano, arr.",,pf,arr. of Giselda's prayer from the opera I Lombardi alla prima crociata by Giuseppe Verdi; 1st version of S.431/2
Salve Maria de Jérusalem,1882,"Piano, arr.",,pf,2nd version of S.431/1
Paraphrase de concert sur Ernani I,1847,"Piano, arr.",,pf,based on different themes from the opera Ernani by Giuseppe Verdi than S.432
Paraphrase de concert sur Ernani II,1859,"Piano, arr.",,pf,based on different themes from the opera Ernani by Giuseppe Verdi than S.431a
Miserere du Trovatore (Paraphrase de concert),1859,"Piano, arr.",,pf,based on the Miserere from Act IV of the opera Il Trovatore by Giuseppe Verdi
Paraphrase de concert sur Rigoletto,1855–59?,"Piano, arr.",,pf,based on the quartet from Act III of the opera Rigoletto by Giuseppe Verdi
Finale de Don Carlos (Coro di festa e Marcia funebre),1867–68,"Piano, arr.",,pf,"arr. of the finale (""Ce jour est plein d'allégresse"") from the opera Don Carlos by Giuseppe Verdi"
Danza sacra e duetto finale d’Aida,1876?,"Piano, arr.",,pf,arrs. of extracts from
Agnus Dei della Messa da Requiem di Giuseppe Verdi,1877,"Piano, arr.",,pf,based on No.5 of the Requiem by Giuseppe Verdi; 1st version of S.437/1
Agnus Dei della Messa da Requiem di Giuseppe Verdi,1882,"Piano, arr.",,pf,2nd version of S.437/2
Réminiscences de Boccanegra,1882,"Piano, arr.",,pf,based on themes from the rev. version of the opera Simon Boccanegra by Giuseppe Verdi
Phantasiestück über Motive aus Rienzi,1859,"Piano, arr.",,pf,"based on the battle-hymn ""Santo spitiro cavaliere"" (Act III, No.10) from the opera Rienzi, WWV.49 by Richard Wagner"
Spinnerlied aus dem Fliegenden Holländer,1860,"Piano, arr.",,pf,"based on the Chœur des fileuses from Act II of the opera Der fliegende Holländer, WWV.63 by Richard Wagner"
Ballade aus dem Fliegenden Holländer,1872,"Piano, arr.",,pf,"based on Senta's ballad from Act II of the opera Der fliegende Holländer, WWV.63 by Richard Wagner"
Ouvertüre zu Tannhäuser,1848,"Piano, arr.",,pf,"based on the Overture to the opera Tannhäuser, WWV.70 by Richard Wagner"
Pilgerchor aus Tannhäuser,1861,"Piano, arr.",,pf,"based on the opening of the overture from the opera Tannhäuser, WWV.70 by Richard Wagner; 1st version of S.443/2"
Pilgerchor aus Tannhäuser,1885?,"Piano, arr.",,pf,2nd version of S.443/1
O du mein holder Abendstern (Rezitativ und Romanze aus der Oper Tannhäuser),1849,"Piano, arr.",,pf,"based on Wolfram's aria from Act III of the opera Tannhäuser, WWV.70 by Richard Wagner; arr. for vc pf (with Bernhard Cossmann) as S.380"
Stücke aus Tannhäuser und Lohengrin (2):,1852,"Piano, arr.",,pf,arr. for pf4h as S.634b
Einzug der Gäste auf der Wartburg,1852,"Piano, arr.",,pf,"based on the March from Act II of the opera Tannhäuser, WWV.70 by Richard Wagner;"
,,,,,"1st version of S.445/1b, S.445/1c; arr. for pf4h as S.634b/1"
Einzug der Gäste auf der Wartburg,1874,"Piano, arr.",,pf,"2nd version of S.445/1a, S.445/1c"
Einzug der Gäste auf der Wartburg,1876,"Piano, arr.",,pf,"3rd version (""Neue vermehtre Ausgabe"") of S.445/1a, S.445/1b"
Elsas Brautzug zum Münster,1852,"Piano, arr.",,pf,"based on Elsa's bridal procession from Act II of the opera Lohengrin, WWV.75 by Richard Wagner; arr. for pf4h as S.634b/2"
Aus Lohengrin,1854,"Piano, arr.",,pf,"based on themes from the opera Lohengrin, WWV 75 by Richard Wagner"
Festspiel und Brautlied,1854,"Piano, arr.",,pf,"based on the Prelude and Bridal Chorus from Act III of the opera Lohengrin, WWV.75 by Richard Wagner"
Elsas Traum,1854,"Piano, arr.",,pf,"based on Elsa's Dream from Act I of the opera Lohengrin, WWV.75 by Richard Wagner"
Lohengrins Verweis an Elsa,1854,"Piano, arr.",,pf,"based on Lohengrin's Rebuke to Elsa from Act III of the opera Lohengrin, WWV.75 by Richard Wagner"
Isoldens Liebestod (Schlußszene),1867,"Piano, arr.",,pf,"arr. of the transfiguration scene from the opera Tristan und Isolde, WWV.90 by Richard Wagner"
Am stillen Herd,1871,"Piano, arr.",,pf,"based on the song from Act I of Die Meistersinger von Nürnberg, WWV 96 by Richard Wagner"
Walhall aus Der Ring des Nibelungen,1875,"Piano, arr.",,pf,"based on themes from the final scene of the opera Das Rheingold, WWV.86A by Richard Wagner"
